Address,Roads,SewerTransmission,SewerCapacity,Parks,Stormwater,OpenSpace,PLAT,RES
4465 Stuart Hall Boulevard,1670.91,1676.83,520.27,300.93,1416.73,237.14,M-413,SWR RES282-2002;NSWR RES421-2002
317 Hays Boulevard,1681.39,1812.58,562.4,302.82,1896.84,417.33,M-409,SWR RES282-2002; NSWR RES406-2002
325 Hays Boulevard,1681.39,1812.58,562.4,302.82,1896.84,417.33,M-409,SWR RES282-2002; NSWR RES406-2002
329 Hays Boulevard,1681.39,1812.58,562.4,302.82,1896.84,417.33,M-409,SWR RES282-2002; NSWR RES406-2002
333 Hays Boulevard,1681.39,1812.58,562.4,302.82,1896.84,417.33,M-409,SWR RES282-2002; NSWR RES406-2002
4192 Needlerush Drive,1826.36,1523.31,698.7,670.83,2007.66,211.37,M-409,SWR RES282-2002;NSWR RES406-2002
4193 Needlerush Drive,1826.36,1523.31,698.7,670.83,2007.66,211.37,M-409,SWR RES282-2002;NSWR RES406-2002
4196 Needlerush Drive,1826.36,1523.31,698.7,670.83,2007.66,211.37,M-409,SWR RES282-2002;NSWR RES406-2002
4197 Needlerush Drive,1826.36,1523.31,698.7,670.83,2007.66,211.37,M-409,SWR RES282-2002;NSWR RES406-2002
4200 Needlerush Drive,1826.36,1523.31,698.7,670.83,2007.66,211.37,M-409,SWR RES282-2002;NSWR RES406-2002
4201 Needlerush Drive,1826.36,1523.31,698.7,670.83,2007.66,211.37,M-409,SWR RES282-2002;NSWR RES406-2002
4204 Needlerush Drive,1826.36,1523.31,698.7,670.83,2007.66,211.37,M-409,SWR RES282-2002;NSWR RES406-2002
4208 Needlerush Drive,1826.36,1523.31,698.7,670.83,2007.66,211.37,M-409,SWR RES282-2002;NSWR RES406-2002
4209 Needlerush Drive,1826.36,1523.31,698.7,670.83,2007.66,211.37,M-409,SWR RES282-2002;NSWR RES406-2002
4212 Needlerush Drive,1826.36,1523.31,698.7,670.83,2007.66,211.37,M-409,SWR RES282-2002;NSWR RES406-2002
4216 Needlerush Drive,1826.36,1523.31,698.7,670.83,2007.66,211.37,M-409,SWR RES282-2002;NSWR RES406-2002
4217 Needlerush Drive,1826.36,1523.31,698.7,670.83,2007.66,211.37,M-409,SWR RES282-2002;NSWR RES406-2002
4220 Needlerush Drive,1826.36,1523.31,698.7,670.83,2007.66,211.37,M-409,SWR RES282-2002;NSWR RES406-2002
4221 Needlerush Drive,1826.36,1523.31,698.7,670.83,2007.66,211.37,M-409,SWR RES282-2002;NSWR RES406-2002
4224 Needlerush Drive,1826.36,1523.31,698.7,670.83,2007.66,211.37,M-409,SWR RES282-2002;NSWR RES406-2002
4225 Needlerush Drive,1826.36,1523.31,698.7,670.83,2007.66,211.37,M-409,SWR RES282-2002;NSWR RES406-2002
4228 Needlerush Drive,1826.36,1523.31,698.7,670.83,2007.66,211.37,M-409,SWR RES282-2002;NSWR RES406-2002
4352 Stuart Hall Boulevard,1681.39,1812.58,562.4,302.82,1896.84,417.33,M-409,SWR RES282-2002;NSWR RES406-2002
4356 Stuart Hall Boulevard,1681.39,1812.58,562.4,302.82,1896.84,417.33,M-409,SWR RES282-2002;NSWR RES406-2002
4360 Stuart Hall Boulevard,1681.39,1812.58,562.4,302.82,1896.84,417.33,M-409,SWR RES282-2002;NSWR RES406-2002
4364 Stuart Hall Boulevard,1681.39,1812.58,562.4,302.82,1896.84,417.33,M-409,SWR RES282-2002;NSWR RES406-2002
4368 Stuart Hall Boulevard,1681.39,1812.58,562.4,302.82,1896.84,417.33,M-409,SWR RES282-2002;NSWR RES406-2002
4372 Stuart Hall Boulevard,1681.39,1812.58,562.4,302.82,1896.84,417.33,M-409,SWR RES282-2002;NSWR RES406-2002
632 Maidencane Drive,1826.36,1523.31,698.7,670.83,2007.66,211.37,M-409,SWR RES282-2002;NSWR RES406-2002
636 Maidencane Drive,1826.36,1523.31,698.7,670.83,2007.66,211.37,M-409,SWR RES282-2002;NSWR RES406-2002
644 Maidencane Drive,1826.36,1523.31,698.7,670.83,2007.66,211.37,M-409,SWR RES282-2002;NSWR RES406-2002
648 Maidencane Drive,1826.36,1523.31,698.7,670.83,2007.66,211.37,M-409,SWR RES282-2002;NSWR RES406-2002
656 Maidencane Drive,1826.36,1523.31,698.7,670.83,2007.66,211.37,M-409,SWR RES282-2002;NSWR RES406-2002
2992 Mahala Lane,1977.36,928.3,478.49,656.36,798.96,218.11,M-271,SWR & NSWR MEMO 12-10-02
2997 Mahala Lane,1977.36,928.3,478.49,656.36,798.96,218.11,M-271,SWR & NSWR MEMO 12-10-02
3005 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3009 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3012 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3013 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3016 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3017 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3020 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3021 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3024 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3025 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3028 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3029 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3032 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3033 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3036 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3037 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3041 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3045 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3049 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3053 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3057 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3061 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3065 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3069 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3073 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3077 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3081 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3085 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3088 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3089 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3092 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3093 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3096 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3097 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3100 Many Oaks Park,,928.3,478.49,,,,M-168,SWR MEMO 12-10-02
3101 Many Oaks Park,1977.36,928.3,478.49,656.36,798.96,218.11,M-168,SWR MEMO 12-10-02;NSWR RES698-2000
3101 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-168,SWR MEMO 12-10-02;NSWR RES698-2000
3104 Many Oaks Park,1977.36,928.3,478.49,656.36,798.96,218.11,M-168,SWR MEMO 12-10-02;NSWR RES698-2000
3105 Many Oaks Park,1977.36,928.3,478.49,656.36,798.96,218.11,M-168,SWR MEMO 12-10-02;NSWR RES698-2000
3105 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-168,SWR MEMO 12-10-02;NSWR RES698-2000
3108 Many Oaks Park,1977.36,928.3,478.49,656.36,798.96,218.11,M-168,SWR MEMO 12-10-02;NSWR RES698-2000
3109 Many Oaks Park,1977.36,928.3,478.49,656.36,798.96,218.11,M-168,SWR MEMO 12-10-02;NSWR RES698-2000
3109 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-168,SWR MEMO 12-10-02;NSWR RES698-2000
3112 Many Oaks Park,1977.36,928.3,478.49,656.36,798.96,218.11,M-168,SWR MEMO 12-10-02;NSWR RES698-2000
3113 Many Oaks Park,1977.36,928.3,478.49,656.36,798.96,218.11,M-168,SWR MEMO 12-10-02;NSWR RES698-2000
3113 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-168,SWR MEMO 12-10-02;NSWR RES698-2000
3116 Many Oaks Park,1977.36,928.3,478.49,656.36,798.96,218.11,M-168,SWR MEMO 12-10-02;NSWR RES698-2000
3117 Many Oaks Park,1977.36,928.3,478.49,656.36,798.96,218.11,M-168,SWR MEMO 12-10-02;NSWR RES698-2000
3117 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-168,SWR MEMO 12-10-02;NSWR RES698-2000
3120 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-168,SWR MEMO 12-10-02;NSWR RES698-2000
3121 Many Oaks Park,1977.36,928.3,478.49,656.36,798.96,218.11,M-168,SWR MEMO 12-10-02;NSWR RES698-2000
3124 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-168,SWR MEMO 12-10-02;NSWR RES698-2000
3317 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-168,SWR MEMO 12-10-02;NSWR RES698-2000
3321 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-168,SWR MEMO 12-10-02;NSWR RES698-2000
3325 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-168,SWR MEMO 12-10-02;NSWR RES698-2000
3329 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-168,SWR MEMO 12-10-02;NSWR RES698-2000
2300 Iris Cove,,928.3,478.49,,,,M-167,SWR MEMO 12-10-02
2300 Lilac Park,1977.36,928.3,478.49,656.36,798.96,218.11,M-167,SWR MEMO 12-10-02; NSWR RES698-2000
2304 Iris Cove,,928.3,478.49,,,,M-167,SWR MEMO 12-10-02
2304 Lilac Park,1977.36,928.3,478.49,656.36,798.96,218.11,M-167,SWR MEMO 12-10-02; NSWR RES698-2000
2308 Iris Cove,,928.3,478.49,,,,M-167,SWR MEMO 12-10-02
2308 Lilac Park,1977.36,928.3,478.49,656.36,798.96,218.11,M-167,SWR MEMO 12-10-02; NSWR RES698-2000
2309 Lilac Park,1977.36,928.3,478.49,656.36,798.96,218.11,M-167,SWR MEMO 12-10-02; NSWR RES698-2000
2312 Lilac Park,1977.36,928.3,478.49,656.36,798.96,218.11,M-167,SWR MEMO 12-10-02; NSWR RES698-2000
2313 Lilac Park,1977.36,928.3,478.49,656.36,798.96,218.11,M-167,SWR MEMO 12-10-02; NSWR RES698-2000
2316 Lilac Park,1977.36,928.3,478.49,656.36,798.96,218.11,M-167,SWR MEMO 12-10-02; NSWR RES698-2000
2317 Lilac Park,1977.36,928.3,478.49,656.36,798.96,218.11,M-167,SWR MEMO 12-10-02; NSWR RES698-2000
2320 Lilac Park,1977.36,928.3,478.49,656.36,798.96,218.11,M-167,SWR MEMO 12-10-02; NSWR RES698-2000
2321 Lilac Park,1977.36,928.3,478.49,656.36,798.96,218.11,M-167,SWR MEMO 12-10-02; NSWR RES698-2000
3228 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-167,SWR MEMO 12-10-02;NSWR RES698-2000
3232 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-167,SWR MEMO 12-10-02;NSWR RES698-2000
3233 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-167,SWR MEMO 12-10-02;NSWR RES698-2000
3236 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-167,SWR MEMO 12-10-02;NSWR RES698-2000
3240 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-167,SWR MEMO 12-10-02;NSWR RES698-2000
3244 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-167,SWR MEMO 12-10-02;NSWR RES698-2000
3248 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-167,SWR MEMO 12-10-02;NSWR RES698-2000
3252 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-167,SWR MEMO 12-10-02;NSWR RES698-2000
3253 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-167,SWR MEMO 12-10-02;NSWR RES698-2000
3256 Scottish Trace,,928.3,478.49,,,,M-167,SWR MEMO 12-10-02
3261 Scottish Trace,,928.3,478.49,,,,M-167,SWR MEMO 12-10-02
3265 Scottish Trace,,928.3,478.49,,,,M-167,SWR MEMO 12-10-02
3272 Scottish Trace,,928.3,478.49,,,,M-167,SWR MEMO 12-10-02
3277 Scottish Trace,,928.3,478.49,,,,M-167,SWR MEMO 12-10-02
3281 Scottish Trace,,928.3,478.49,,,,M-167,SWR MEMO 12-10-02
3285 Scottish Trace,,928.3,478.49,,,,M-167,SWR MEMO 12-10-02
3289 Scottish Trace,,928.3,478.49,,,,M-167,SWR MEMO 12-10-02
3292 Scottish Trace,,928.3,478.49,,,,M-167,SWR MEMO 12-10-02
3293 Scottish Trace,,928.3,478.49,,,,M-167,SWR MEMO 12-10-02
3297 Scottish Trace,,928.3,478.49,,,,M-167,SWR MEMO 12-10-02
3301 Scottish Trace,,928.3,478.49,,,,M-167,SWR MEMO 12-10-02
3305 Scottish Trace,,928.3,478.49,,,,M-167,SWR MEMO 12-10-02
3309 Scottish Trace,,928.3,478.49,,,,M-167,SWR MEMO 12-10-02
2264 Barrington Lane,,928.3,478.49,,,,M-166,SWR MEMO 12-10-02
2265 Barrington Lane,1977.36,928.3,478.49,656.36,798.96,218.11,M-166,SWR MEMO 12-10-02; NSWR RES698-2000
3140 Scottish Trace,,928.3,478.49,,,,M-166,SWR MEMO 12-10-02
3144 Scottish Trace,,928.3,478.49,,,,M-166,SWR MEMO 12-10-02
3148 Scottish Trace,,928.3,478.49,,,,M-166,SWR MEMO 12-10-02
3152 Scottish Trace,,928.3,478.49,,,,M-166,SWR MEMO 12-10-02
3156 Scottish Trace,,928.3,478.49,,,,M-166,SWR MEMO 12-10-02
3160 Scottish Trace,,928.3,478.49,,,,M-166,SWR MEMO 12-10-02
3164 Scottish Trace,,928.3,478.49,,,,M-166,SWR MEMO 12-10-02
3165 Scottish Trace,,928.3,478.49,,,,M-166,SWR MEMO 12-10-02
3169 Scottish Trace,,928.3,478.49,,,,M-166,SWR MEMO 12-10-02
3172 Scottish Trace,,928.3,478.49,,,,M-166,SWR MEMO 12-10-02
3173 Scottish Trace,,928.3,478.49,,,,M-166,SWR MEMO 12-10-02
3177 Scottish Trace,,928.3,478.49,,,,M-166,SWR MEMO 12-10-02
3180 Scottish Trace,,928.3,478.49,,,,M-166,SWR MEMO 12-10-02
3181 Scottish Trace,,928.3,478.49,,,,M-166,SWR MEMO 12-10-02
3184 Scottish Trace,,928.3,478.49,,,,M-166,SWR MEMO 12-10-02
3185 Scottish Trace,,928.3,478.49,,,,M-166,SWR MEMO 12-10-02
3189 Scottish Trace,,928.3,478.49,,,,M-166,SWR MEMO 12-10-02
3192 Scottish Trace,,928.3,478.49,,,,M-166,SWR MEMO 12-10-02
3193 Scottish Trace,,928.3,478.49,,,,M-166,SWR MEMO 12-10-02
3196 Scottish Trace,,928.3,478.49,,,,M-166,SWR MEMO 12-10-02
3200 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-166,SWR MEMO 12-10-02;NSWR RES698-2000
3204 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-166,SWR MEMO 12-10-02;NSWR RES698-2000
3205 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-166,SWR MEMO 12-10-02;NSWR RES698-2000
3208 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-166,SWR MEMO 12-10-02;NSWR RES698-2000
3209 Bledsoe Place,1977.36,928.3,478.49,656.36,798.96,218.11,M-166,SWR MEMO 12-10-02;NSWR RES698-2000
3209 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-166,SWR MEMO 12-10-02;NSWR RES698-2000
3213 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-166,SWR MEMO 12-10-02;NSWR RES698-2000
3216 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-166,SWR MEMO 12-10-02;NSWR RES698-2000
3217 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-166,SWR MEMO 12-10-02;NSWR RES698-2000
3220 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-166,SWR MEMO 12-10-02;NSWR RES698-2000
3221 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-166,SWR MEMO 12-10-02;NSWR RES698-2000
3224 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-166,SWR MEMO 12-10-02;NSWR RES698-2000
3225 Scottish Trace,1977.36,928.3,478.49,656.36,798.96,218.11,M-166,SWR MEMO 12-10-02;NSWR RES698-2000
4125 Tradition Way,3849.08,5220.64,1100.52,735.88,5407.8,1335.36,L-975,SWR&NSWR RES282-2002
4134 Tradition Way,3849.08,5220.64,1100.52,735.88,5407.8,1335.36,L-975,SWR&NSWR RES282-2002
4135 Tradition Way,3849.08,5220.64,1100.52,735.88,5407.8,1335.36,L-975,SWR&NSWR RES282-2002
4143 Tradition Way,3849.08,5220.64,1100.52,735.88,5407.8,1335.36,L-975,SWR&NSWR RES282-2002
4151 Tradition Way,3849.08,5220.64,1100.52,735.88,5407.8,1335.36,L-975,SWR&NSWR RES282-2002
4161 Tradition Way,3849.08,5220.64,1100.52,735.88,5407.8,1335.36,L-975,SWR&NSWR RES282-2002
4169 Tradition Way,3849.08,5220.64,1100.52,735.88,5407.8,1335.36,L-975,SWR&NSWR RES282-2002
4170 Tradition Way,3849.08,5220.64,1100.52,735.88,5407.8,1335.36,L-975,SWR&NSWR RES282-2002
4175 Tradition Way,2886.81,3915.48,825.39,551.91,4055.85,1001.52,L-975,SWR&NSWR RES282-2002
273 Jane Briggs Avenue,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWR RES282-2002
276 Jane Briggs Avenue,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWR RES282-2002
276 Richardson Place,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWR RES282-2002
277 Jane Briggs Avenue,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWR RES282-2002
280 Jane Briggs Avenue,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWR RES282-2002
281 Jane Briggs Avenue,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWR RES282-2002
281 Richardson Place,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWR RES282-2002
284 Jane Briggs Avenue,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWR RES282-2002
284 Richardson Place,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWR RES282-2002
285 Jane Briggs Avenue,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWR RES282-2002
285 Richardson Place,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWR RES282-2002
288 Jane Briggs Avenue,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWR RES282-2002
288 Richardson Place,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWR RES282-2002
289 Jane Briggs Avenue,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWR RES282-2002
289 Richardson Place,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWR RES282-2002
292 Jane Briggs Avenue,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWR RES282-2002
293 Jane Briggs Avenue,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWR RES282-2002
300 Jane Briggs Avenue,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWR RES282-2002
300 Richardson Place,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWR RES282-2002
301 Jane Briggs Avenue,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWR RES282-2002
301 Richardson Place,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWR RES282-2002
312 Hays Boulevard,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWRRES282-2002
316 Hays Boulevard,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWRRES282-2002
320 Hays Boulevard,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWRRES282-2002
324 Hays Boulevard,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWRRES282-2002
328 Hays Boulevard,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWRRES282-2002
332 Hays Boulevard,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWRRES282-2002
356 Hays Boulevard,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWRRES282-2002
360 Hays Boulevard,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWRRES282-2002
364 Hays Boulevard,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWRRES282-2002
368 Hays Boulevard,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWRRES282-2002
372 Hays Boulevard,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWRRES282-2002
380 Hays Boulevard,2047.6,2471.2,520.93,391.47,1854.35,315.88,L-923,SWR RES755-2001;NSWRRES282-2002
4002 Livingston Lane,935.3,1774.1,835.41,587.28,2786.81,401.33,DP 13-65,SWR MEMO 7-28-04; NSWR MEMO 10-08-04
4004 Livingston Lane,935.3,1774.1,835.41,587.28,2786.81,401.33,DP 13-65,SWR MEMO 7-28-04; NSWR MEMO 10-08-04
4039 Livingston Lane,935.3,1774.1,835.41,587.28,2786.81,401.33,DP 13-65,SWR MEMO 7-28-04; NSWR MEMO 10-08-04
4041 Livingston Lane,935.3,1774.1,835.41,587.28,2786.81,401.33,DP 13-65,SWR MEMO 7-28-04; NSWR MEMO 10-08-04
4043 Livingston Lane,935.3,1774.1,835.41,587.28,2786.81,401.33,DP 13-65,SWR MEMO 7-28-04; NSWR MEMO 10-08-04
4045 Livingston Lane,935.3,1774.1,835.41,587.28,2786.81,401.33,DP 13-65,SWR MEMO 7-28-04; NSWR MEMO 10-08-04
4050 Livingston Lane,935.3,1774.1,835.41,587.28,2786.81,401.33,DP 13-65,SWR MEMO 7-28-04; NSWR MEMO 10-08-04
4052 Livingston Lane,935.3,1774.1,835.41,587.28,2786.81,401.33,DP 13-65,SWR MEMO 7-28-04; NSWR MEMO 10-08-04
4053 Livingston Lane,935.3,1774.1,835.41,587.28,2786.81,401.33,DP 13-65,SWR MEMO 7-28-04; NSWR MEMO 10-08-04
4054 Livingston Lane,935.3,1774.1,835.41,587.28,2786.81,401.33,DP 13-65,SWR MEMO 7-28-04; NSWR MEMO 10-08-04
4055 Livingston Lane,935.3,1774.1,835.41,587.28,2786.81,401.33,DP 13-65,SWR MEMO 7-28-04; NSWR MEMO 10-08-04
4057 Livingston Lane,935.3,1774.1,835.41,587.28,2786.81,401.33,DP 13-65,SWR MEMO 7-28-04; NSWR MEMO 10-08-04